Source,GoogleTranslate,human1,human2,human3
"Der gik en times tid, den gik så uendelig langsomt og trægt. Jeg opholdt mig et stykke tid i Torvgaden, sad på trapperne, smuttede ind i portene, når der kom nogen forbi, stod og stirrede tankeløst ind i de oplyste småboder, hvor folk vimsede rundt med varer og penge, til sidst fandt jeg mig et lunt sted bag ved en bræddestabel mellem kirken og basarerne.","An hour passed, it went so infinitely slowly and sluggishly. I stayed for a while in Torvgaden, sat on the stairs, slipped into the gates when someone came by, stood and stared thoughtlessly into the lighted small stalls, where people fiddled around with goods and money, finally I found myself a snug place behind a boardwalk between the church and the bazaars.","An hour went by in this way, endlessly, slowly, sluggishly. I puttered about on Torv Street for a long time, sat on steps, slipped into doorways when anyone came by, or stood staring blankly into the shops where people were bustling around with merchandise and money; finally I found myself a cozy place behind a pile of lumber between the church and the market tents.","An hour passed; passed with such strange slowness, such weariness. I spent a long time in Market Street; sat on steps, stole into doorways, and when any one approached, stood and stared absently into the shops where people bustled about with wares or money. At last I found myself a sheltered place, behind a deal hoarding, between the church and the bazaar.","An hour passed—it passed exceedingly slowly and sluggishly. I hung about on Torv Street awhile, sat on the steps, slipped into the entranceways when someone came by, or stood staring vacuously into the illuminated little shops where people were scurrying about with merchandise and money. At last I found myself a snug spot behind a lumber pile between the church and the Arcades."
"Sådan omtrent, svarede jeg. Var der ellers noget? Jeg rejste mig vredt og gik.","About like that, I replied. Was there anything else? I got up angrily and left.","""About that,"" I answered. ""So what? "" I stood up angry and left.","""About that,"" I replied; ""anything more?"" I got up in a temper and walked on.","“Just about,” I answered. “Anything else?” I got up angrily and left."
"Kan De ikke huske, at jeg gav Dem en masse kroner engang? Jeg sagde ikke noget ved den lejlighed, så vidt jeg husker, det gjorde jeg ikke; det plejer jeg ikke at gøre. Når man har med ærlige folk at gøre, så er det unødvendigt at aftale noget og så at sige oprette en kontrakt for den mindste ting. Hæ-hæ. Jo, det var mig, der gav Dem de penge.","Do you not remember that I once gave you a lot of money? I did not say anything on that occasion, as far as I remember, I did not; I do not usually do that. When dealing with honest people, it is unnecessary to agree on something and, so to speak, create a contract for the smallest thing. Hi-hi. Yes, it was me who gave you that money.","I said, ""Don't you remember, I gave you a whole pile of kroner one day? On that occasion I said nothing, as I recall, I don't believe I did-- I usually don't in those situations. When one is dealing with honorable people, I have found there is no need really to write everything down and, so to speak, sign a contract for every little thing. Ha-ha. Yes, I'm the one who handed you the money.""","""Don't you recollect that I gave you a lot of silver once? I did not say anything on the occasion in question; as far as I can call to mind, I did not; it is not my way to do so. When one has honest folk to deal with, it is unnecessary to make an agreement, so to say, draw up a contract for every trifle. Ha, ha! Yes, it was I who gave you the money!""","I smile even more broadly, as if it were only her funny little joke that she didn’t know me, and say, “Don’t you remember that I gave you a stack of kroner one day? I didn’t say anything on that occasion as far as I remember, that’s true, I didn’t; I don’t usually do that. When you are dealing with honest people, it is unnecessary to make an agreement and, so to speak, sign a contract for every little thing. Heh-heh. Oh yes, it was I who handed over that money to you.”"
"Kom ind! Jo, kom nu bare ind! som De kan se, alt af rubin. Ylajali, Ylajali! Den røde, skummende silkedivan! Så heftigt hun trækker vejret! Kys mig, elskede, mere, mere. Dine arme er som rav, din mund blusser ... Tjener, jeg bad om en bøf ...","Come in! Yes, now just come in! as you can see, all of ruby. Ylajali, Ylajali! The red, frothy silk divan! How violently she breathes! Kiss me, beloved, more, more. Your arms are like amber, your mouth flares ... Waiter, I asked for a steak ...","Come in! Yes, just come in! You can see, entirely of ruby! Ylayali! Ylayali! The red soft sofa of silk! She is breathing so rapidly! Kiss me, my darling, again, again. Your arms are amber, your mouth is burning. . . . Waiter, I asked for roast beef. . . .","""Come in! Yes, only come right in! As you see everything is of ruby-- Ylajali, Ylajali! that swelling crimson silken divan! Ah, how passionately she breathes. Kiss me--loved one--more--more! Your arms are like pale amber, your mouth blushes.... Waiter I asked for a plate of beef!""","Come in! Yes, just come in! As you can see, all of rubies. Ylajali! Ylajali! The red, fluffy silk divan! How heavily she’s breathing! Kiss me, my love—again, again. Your arms are like amber, your lips are flaming red. . . . Waiter, I ordered a steak. . . ."
"Syner og drømme! Jeg sagde til mig selv, at hvis jeg fik mad nu, ville mit hoved blive forstyrret igen, jeg ville få den samme feber i hjernen og mange vanvittige påfund at kæmpe med. Jeg kunne ikke tåle mad, jeg var ikke indrettet til det; det var en mærkværdighed ved mig, en særhed.","Visions and dreams! I said to myself that if I got food now, my head would be disturbed again, I would get the same fever in my brain and many insane inventions to contend with. I could not stand food, I was not equipped for it; it was a strangeness to me, a strangeness.",". . . Delusions and dreams! I told myself that if I did eat food now, my head would get upset again, I would have the same feverish brain and ridiculous ideas to deal with. I simply couldn't take food, I wasn't made that way; that was one of my characteristics, a peculiar thing with me.","Visions; senseless dreams! I tell myself that were I to get food now my head would become dizzy once more, fever would fill my brain, and I would have to fight again against many mad fancies. I could not stomach food, my inclination did not lie that way; that was peculiar to me--an idiosyncrasy of mine.",". . . Visions and dreams! I told myself that if I took some food now, my head would be confused again, my brain get feverish as before, and I would have lots of crazy ideas to contend with. I couldn’t stand food, I wasn’t made that way; it was a peculiarity of mine, an idiosyncrasy."
Det mener De ikke!,You do not mean that!,"I felt checked a little suddenly, and I said, ""You don't mean that!""","""Indeed, God knows I do!","Startled into leaving off for a moment, I said, “You don’t mean that!”"
"Jeg ville selvfølgelig lade mine briller gå med i handelen, det er en selvfølge, sagde jeg så og tog dem af næsen. Bare ti øre, eller fem øre, hvis han syntes?","I would of course let my glasses go with the trade, it goes without saying, I said then and took them off my nose. Only ten cents, or five cents, if he thought?","""Naturally I will put my glasses in with them,"" I said. ""That goes without saying. "" I took them off. "" Just ten řre, or if you prefer, five řre?""","Of course, I would let my glasses go in with them; that was a matter of course, said I, and I took them off. Only a penny, or if he wished, a halfpenny.","“Naturally I would throw in my glasses, too, that goes without saying,” I said, taking them off. “Just ten øre”—or, if he pleased, five øre."
"Solen skinnede allerede ret stærkt, klokken var ti, og trafikken på Youngstorvet var i fuld bevægelse. Hvor skulle jeg gå hen? Jeg klappede mig på lommerne og mærkede efter mit manuskript; når klokken blev elleve, ville jeg forsøge at få et møde med redaktøren. Jeg står et stykke tid på balustraden og betragter livet under mig; i mellemtiden var det begyndt at dampe fra mit tøj. Sulten indfandt sig igen, gnavede i brystet, rykkede på sig, gav mig nogle små fine stik, der gjorde ondt på mig. Havde jeg virkelig ikke en eneste ven, en bekendt, som jeg kunne henvende mig til? Jeg gennemsøger hukommelsen for at finde en mand til ti øre og kan ikke finde ham. Det var nu alligevel en dejlig dag; der var megen sol og meget lys rundt om mig; himlen flød som et fint hav hen over Lierfjeldene ...","The sun was already shining quite brightly, it was ten o'clock, and the traffic on Youngstorvet was in full motion. Where should I go? I patted my pockets and tagged after my manuscript; when it was eleven o'clock I would try to have a meeting with the editor. I stand for a while on the balustrade, contemplating life beneath me; meanwhile it had started to steam from my clothes. The hunger reappeared, gnawed at my chest, jerked, gave me some small fine stings that hurt me. Did I really not have a single friend, an acquaintance, to whom I could turn? I search the memory to find a man for ten cents and can not find him. It was a lovely day now anyway; there was much sun and much light around me; the sky flowed like a fine sea over the Lier mountains ...","The sun was already warm, it was ten, and the traffic on Youngstorvet Street was going full blast. Where should I go now? I slapped my pocket to make sure my manuscript was there-- when it was eleven I would go to see the editor. I stood awhile on the steps watching life go by on the street; meanwhile my clothes began to dry off. Hunger came back, gnawing me in the chest, sending sudden shoots and delicate pinpricks that hurt. Did I really have not one friend, not one acquaintance I could go to? I rummaged through my memory for a man worth ten řre and found none. Anyway, it was a lovely day all in all; sun and light poured down around me; the clear heavens flowed like a gentle sea over the Lier Hills off there.","The sun shone warmly, early as it was. It was ten o'clock, and the traffic in Young's Market was in full swing. Which way should I take? I slapped my pockets and felt for my manuscript. At eleven I would try and see the editor. I stand a while on the balustrade, and watch the bustle under me. Meanwhile, my clothes commenced to steam. Hunger put in its appearance afresh, gnawed at my breast, clutched me, and gave small, sharp stabs that caused me pain. Had I not a friend--an acquaintance whom I could apply to? I ransack my memory to find a man good for a penny piece, and fail to find him. Well, it was a lovely day, anyway! Sunlight bright and warm surrounded me. The sky stretched away like a beautiful sea over the Lier mountains.","The sun shone warmly by now, it was ten o’clock and the traffic at Youngstorvet Square was in full swing. Where was I to go? I pat my pocket to feel my manuscript; come eleven I would try to see the editor. I stand awhile by the balustrade observing the activity below me; meanwhile my clothes had started steaming. Hunger again announced itself, gnawing and tugging at my chest and giving me small, sharp twinges of pain. Didn’t I have a single friend, an acquaintance I could turn to? I search my memory for a man good for ten øre and can’t find him. But what a beautiful day it was, with plenty of sun and light all around me; the sky flowed like a lovely ocean along the Lier mountains."
"Bare dette ene ord: Nådler. Ikke mere. Jeg kigger meget stift på ham, da jeg siger det, jeg følte, at jeg stirrede frygteligt på ham; det var, som om jeg kiggede på ham fra en anden verden. Og jeg står et lille stykke tid, efter at jeg har sagt dette ord. Så sjosker jeg opad til Jernbanetorvet igen. Manden gav ikke en lyd fra sig, han holdt bare øje med mig.","Just this one word: Needles. No more. I look very stiffly at him when I say that, I felt like I was staring terribly at him; it was as if I was looking at him from another world. And I stand a little while after I have said this word. Then I jog up to Jernbanetorvet again. The man did not make a sound, he just kept an eye on me.","Just that: ""Welt binder. "" Nothing else. I looked very sternly at him as I said it , I felt I was giving him a fierce and terrible stare--it was as if I were looking at him from another world. I stood there a moment after I spoke that word. Then I plodded up toward the market square by the railway station again. The man did not utter a sound, he just kept his eyes on me.","""Binder""--only this one word, ""Binder!"" no more. I looked fixedly at him as I say it, indeed I was conscious of staring fearfully at him. It was as if I saw him with my entire body instead of only with my eyes. I stare for a while after I give utterance to this word, and then I jog along again to the railway square. The man does not utter a syllable, he only keeps his gaze fixed upon me.","Only this one word: Welter. No more. I looked very hard at him as I said it , I felt I was glaring at him; it was as though I were looking at him from another world. I stood there for a moment after uttering this word. Then I shuffled up to Jærnbanetorvet Square again. The man didn’t let out a sound, he just kept an eye on me."
Uden at vide det var jeg på vej hjem.,"Without knowing it, I was on my way home.",". . . Without realizing it, I was on the way home.","Without knowing it, I was on my way home.",". . . Without knowing it, I was on my way home."
"Nej, hvad hedder De? Gud, nu var jeg lige ved at glemme det igen! Jeg tænkte på det hele dagen i går, at jeg skulle spørge Dem. Ja, det vil sige, ikke hele dagen i går, jeg tænkte aldeles ikke på Dem hele dagen i går.","No, what's your name? God, now I was about to forget it again! I thought about it all day yesterday that I should ask you. Yes, that is, not all day yesterday, I did not think of you at all all day yesterday.",". . ."" ""Mine, no, what is your name? Good Lord, here I have nearly gone and forgotten it again! All day yesterday I thought to myself that I must ask you. Well, I can't say all day yesterday. I certainly did not think about you all day.""","""No; what is your name? Gracious, I was nearly forgetting that again! I thought about it all yesterday, that I meant to ask you--yes, that is to say, not all yesterday, but--""",". . .” “No, what’s your name? Goodness, I almost forgot again! I was thinking all day yesterday that I must ask you. Well, that is, not all day yesterday, I certainly didn’t think about you all day yesterday.”"
"Mens jeg endnu talte, vendte han sig mod bordet og fortsatte med at arbejde. Da jeg var færdig, kiggede han på skrå hen imod mig, rystede på sit smukke hoved og sagde: Nej! Bare nej. Ingen forklaring. Ikke et eneste ord.","While I was still talking, he turned to the table and continued working. When I was done, he looked obliquely towards me, shook his beautiful head and said: No! Just no. No explanation. Not a single word.","Even while I was talking, he turned back to his desk and went on with his work. When I was through, he looked up at me sideways, shook his elegant head, and said, No! No sort of explanation. Not a word.","Even as I was speaking he turned about to his desk, and resumed his work. When I had finished, he glanced sideways at me, shook his handsome head, and said, ""No""; simply ""no""--no explanation--not another word.","Even while I was talking he turned back to his desk and went on with his work. When I was through he gave me a sidelong glance, shook his handsome head and said, “No.” Simply no. No explanation. Not a word."
"Jeg gned mig henrykt i hænderne over mit gode indfald og talte højt med mig selv. Sikke en glæde det var at gå rundt og gøre gode gerninger! Måske havde jeg givet denne faldne skabning et skub i den rigtige retning for resten af livet! Og hun kom til at sætte pris på det, når hun fik tænkt lidt over det, endda mindes mig i sin dødstime med hjertet fuldt af taknemmelighed. Åh, hvor det dog alligevel kunne betale sig at være ærlig, ærlig og renfærdig! Mit humør var fuldstændigt strålende, jeg følte mig rask og modig nok til hvad som helst. Hvis jeg bare havde haft et lys, så kunne jeg måske have fået lavet min artikel færdig! Jeg gik og svingede med min nye portnøgle i hånden, nynnede, fløjtede og spekulerede over en måde at få noget lys på. Der var ikke andet at gøre, jeg blev nødt til at tage mine skrivesager med mig ned, ud på gaden, ind under gaslygten. Og jeg åbnede porten og gik op efter mine papirer.","I rubbed my hands in delight over my good whim and spoke aloud to myself. What a joy it was to walk around and do good deeds! Maybe I had given this fallen creature a push in the right direction for the rest of my life! And she came to appreciate it when she got a little thought about it, even reminding me in her death hour with the heart full of gratitude. Oh, how it could still pay to be honest, sincere and pure! My mood was absolutely brilliant, I felt healthy and brave enough for anything. If I had just had a light, I might have finished my article! I went and swung with my new door key in hand, humming, whistling and wondering about a way to get some light. There was nothing else to do, I had to take my stationery with me down, out on the street, under the gas lamp. And I opened the gate and went up for my papers.","I rubbed my hands, delighted, over my fine story, and talked aloud to myself. What a joy it was to go around doing good deeds! I had maybe given that fallen creature just the shove she needed toward an upright behavior for the rest of her life! And she would be grateful when she thought back on it , maybe even remember me on her deathbed with thanksgiving. Oh, it still paid to be honorable, honorable and righteous! My spirits were high as could be, I felt strong and ready for anything. If I only had a candle, I could finish my article! I walked along, jingling my new doorkey in my hand, hummed, whistled, and debated about how to get a candle. There was nothing else to do, I would have to take my writing stuff downstairs, out under the street lamp. I unlocked the street door and walked up to get my papers.","I rubbed my hands with delight over my happy notion, and soliloquized aloud, ""What a joy there is in going about doing good actions. "" Perhaps I had given this fallen creature an upward impulse for her whole life; save her, once for all, from destruction, and she would appreciate it when she came to think over it; remember me yet in her hour of death with thankful heart. Ah! in truth, it paid to be honourable, upright, and righteous! My spirits were effervescing. I felt fresh and courageous enough to face anything that might turn up. If I only had a candle, I might perhaps complete my article. I walked on, jingling my new door-key in my hand; hummed, and whistled, and speculated as to means of procuring a candle. There was no other way out of it. I would have to take my writing materials with me into the street, under a lamp-post. I opened the door, and went up to get my papers.","I rubbed my hands in delight at my clever idea and talked aloud to myself. What a joy it was to go around doing good deeds! I might have given this fallen creature a nudge toward redemption for the rest of her life!2 She would appreciate it when she managed to collect herself; what’s more, she would remember me in her dying hour, her heart full of gratitude. Ah, how rewarding it was to be honest and upright! My spirits were absolutely radiant, I felt as fit as could be and game for anything. If only I had a candle, then perhaps I could finish my article. I was dangling my new key in my hand as I walked along, humming, whistling, and pondering a way to procure a candle. I had no choice but to take my writing materials downstairs, out on the street, under the lamp. I opened the gate and went up to get my papers."
"Jeg gik ud i forstuen og satte mig ned; hvis jeg skulle være så heldig at få noget skrevet, måtte det alligevel være her, i stilheden. Det var ikke længere min allegori, der holdt mig beskæftiget; jeg havde fået en ny idé, en ret så fortræffelig plan: Jeg ville forfatte et énakters drama, „Korsets tegn“, med emne fra middelalderen. Særlig med hensyn til hovedpersonen havde jeg udtænkt det hele, en herlig, fanatisk prostitueret, der havde syndet i templet, ikke på grund af svaghed eller begær, men på grund af had til himlen, syndet lige ved foden af alteret, med alterdugen under hovedet, bare på grund af dejlig foragt for himlen.","I went out into the hall and sat down; if I was to be so lucky to get something written, it had to be here anyway, in silence. It was no longer my allegory that kept me busy; I had a new idea, a rather excellent plan: I wanted to write a one-act drama, ""The Sign of the Cross,"" with a medieval theme. Especially as for the protagonist, I had conceived it all, a glorious, fanatical prostitute who had sinned in the temple, not because of weakness or lust, but because of hatred for heaven, sinned right at the foot of the altar, with the altar cloth under his head , just because of lovely contempt for heaven.","I walked out in the hall and sat down. If I were to get any writing done, I would have to do it in the hall, where it was quiet. I was no longer excited by my allegory now --I had a new idea, a really marvelous plan: I was going to compose a one-act play, The Sign of the Cross, set in the Middle Ages. I had already thought out the main character thoroughly, a magnificent, fiery prostitute who had sinned right in the temple, not out of weakness or out of lust but from a sheer hatred of God, sinned right at the foot of the altar, with the altar cloth under her head, simply out of a delicious contempt for eternity.","I went out to the ante-room, and sat down. If I were lucky enough to get anything written, it would have perforce to be here where it was quiet. It was no longer the allegory that occupied me; I had got a new idea, a perfectly splendid plot; I would compose a one-act drama--""The Sign of the Cross. "" Subject taken from the Middle Ages. I had especially thought out everything in connection with the principal characters: a magnificently fanatical harlot who had sinned in the temple, not from weakness or desire, but for hate against heaven; sinner right at the foot of the altar, with the altar-cloth under her head, just out of delicious contempt for heaven.","I went out into the hall and sat down; if I should be lucky enough to get anything written, it would have to be here, in the stillness, despite everything. I was no longer occupied with my allegory; I had a new idea, a really splendid plan: I was going to compose a one-act drama, “The Sign of the Cross,” on a subject from the Middle Ages. In particular, the central character was fully worked out in my mind—a gorgeous fanatical whore who had sinned in the temple, not out of weakness or lust, but from a hatred of heaven, had sinned at the very foot of the altar, with the altar cloth under her head, simply from a voluptuous contempt of heaven."
Er det et fremmed sprog?,Is it a foreign language?,"""Is that a foreign language?""","""Is that a foreign language?""",“Is it a foreign language?”
En politibetjent kom hen imod mig og sagde:,A police officer approached me and said:,"A policeman came over to me and said, ""Why are you sitting here?""",A policeman came towards me.,"A policeman came up to me and said, “Why are you sitting here?”"
"Jeg skulle have været oppe hos Dem med noget, men det er ikke blevet til noget endnu.","I should have been up to you with something, but it has not come to anything yet.","The Chief seemed to sense that I was trying to make some signal; he slowed up a little, and I said, in order to stop him: ""I should have brought something to you, but it is still not finished.""","He slackens his pace a little, and I say, in order to stop him, ""I would have called upon you long ago with something, but nothing has come yet!""","I said, “I should have brought you something, but I haven’t gotten around to it yet.”"
"Mens jeg står og tænker på dette – jeg står og støtter mig op ad en husvæg på hjørnet af torvet og Havnegaden – farer jeg pludselig sammen og forsøger at krybe væk. Da det ikke lykkes for mig, stirrer jeg forhærdet lige frem for mig og bider hovedet af al skam, der var ikke noget at gøre ved det, – jeg står ansigt til ansigt med „Kommandanten“.","As I stand thinking about this - I stand and support myself up against a house wall on the corner of the square and Havnegaden - I suddenly get together and try to crawl away. When it does not succeed for me, I stare hardened right in front of me and bite my head in all shame, there was nothing to do about it - I stand face to face with the ""Commander"".","While I stood thinking about this--I was standing leaning against a house at the corner of Torvet and Havne Street--I suddenly gave a start and felt a longing to creep away on my hands and knees. At last I just stared ahead in dismay, and swallowed my shame, there was nothing to do about it--I was face to face with the Chief.","Whilst I stand and ponder over this, I lean and support myself against a house wall at the corner of the railway square and Harbour Street. Suddenly, I start quickly and make an effort to crawl away. As I do not succeed in it, I stare case-hardened ahead of me and fling all shame to the winds. There is no help for it. I am standing face to face with the ""Commandor. "" I get devil-may-care--brazen.","As I am thinking about this—I’m leaning against a building at the corner of the marketplace and Havn Street—I give a sudden start and try to scramble off. Failing in this, I stare in dismay straight ahead and swallow my shame, it couldn’t be helped—I stand face to face with the “Com mander.”"
"Ja, sagde han og smilede, sådan kan det gå! Har De nu sovet godt?","Yes, he said and smiled, that's how it can go! Have you slept well now?",". . . ""I see,"" he said, and smiled. "" So that is it! Did you sleep well?""","""Yes,"" he said, and he smiled; ""that's the way! Did you sleep well then?""","“Well,” he said and smiled, “that’s how it goes. Anyway, did you sleep well?”"
Men hvorfor gav jeg hende dog pengene? Konen blev harm og råbte højt op om det.,But why did I give her the money? The wife became angry and shouted loudly about it.,"""But why did you give me the money then?"" The woman was exasperated and shouted that at me.","But why did I give her the money, then? The woman was exasperated, and called out loudly about it.","But why, then, did I give her the money? The woman was furious and raised a hue and cry."
Christie?,Christie?,"""Christie's?""","""Christie?""",“Christie’s?”
"Jeg sneg mig ind i en port og sværtede mine bukseknæ med spyt for at se anstændig ud, lagde mit tæppe fra mig bag ved en kasse i et mørkt hjørne, skråede over gaden og trådte indenfor i den lille butik.","I snuck into a gate and blackened my trouser knees with saliva to look decent, laid my blanket from me behind a box in a dark corner, slanted across the street, and stepped inside the small store.","I slipped into a doorway and darkened my trouser knees with a little spit so I'd look respectable, stowed my blanket behind a box in one dark corner, strode across the street, and entered the small store.","I stole into a doorway and blackened the knees of my trousers with spittle to try and make them look a little respectable, left the parcel behind me in a dark corner at the back of a chest, and entered the little shop.","I sneaked into a doorway and blackened the knees of my trousers with spit so I’d look fairly respectable, left my blanket behind a box in a dark corner, crossed the street and stepped into the little store."
"Det begyndte at skumre, jeg faldt mere og mere sammen, blev træt og lagde mig på sengen igen. For at få lidt varme i hænderne strøg jeg fingrene gennem håret, frem og tilbage, på kryds og tværs; der fulgte små totter med ud, løsnede tjavser, der lagde sig mellem fingrene og bredte sig ud over hovedpuden. Jeg tænkte ikke så meget på det netop da, det var, som om det ikke kom mig ved, jeg havde jo også rigeligt med hår tilbage på hovedet. Jeg forsøgte igen at rive mig selv ud af denne mærkelige halvsøvn, der gled gennem alle dele af min krop som en tåge; jeg rettede mig op, bankede mig over knæene med flad hånd, hostede så hårdt, jeg kunne for mit dårlige bryst, – og jeg faldt igen tilbage. Der var intet der hjalp; jeg døde hjælpeløst hen med åbne øjne, stirrede lige op i loftet. Til sidst puttede jeg pegefingeren i munden og begyndte at sutte på den. Noget begyndte at røre på sig i min hjerne, en tanke, der famlede sig frem derinde, et ravende sindssygt påfund: Hvad nu hvis jeg bed til? Og uden et øjebliks betænkning kneb jeg øjnene i og slog tænderne sammen.","It started to get dusky, I collapsed more and more, got tired and lay down on the bed again. To get some warmth in my hands, I stroked my fingers through my hair, back and forth, crosswise; small tufts followed, loosening tufts loosening between the fingers and spreading out over the pillow. I did not think much about it just then, it was as if it did not occur to me, I also had plenty of hair left on my head. I tried again to tear myself out of this strange half-sleep that slid through all parts of my body like a fog; I straightened up, knocked myself over the knees with a flat hand, coughed as hard as I could for my bad chest, - and I fell back again. There was nothing that helped; I died helplessly with open eyes, staring straight up at the ceiling. Eventually, I put my index finger in my mouth and started sucking on it. Something began to move in my brain, a thought groping its way in there, a ravening insane invention: What if I prayed? And without a moment's hesitation, I narrowed my eyes and clenched my teeth.","Dusk began to fall, I sank into myself more and more, grew tired and lay back on the bed. To warm my hands a bit, I pushed my fingers through my hair, back and forth, crossways and sideways; small handfuls came loose, tufts came away between my fingers and spread over the pillow. I didn't worry about that, it was as if it were not happening to me; I had plenty of hair anyway. After a while I attempted to rouse myself from this curious drowsiness which had floated into all my limbs like a fog; I sat up, coughed as hard as my chest would allow-- and fell back once more. Nothing to do, I was dying with open eyes, helpless, staring up at the ceiling. Finally I put my forefinger in my mouth and started sucking on it. Something started to flicker in my brain, an idea that had gotten free in there, a lunatic notion. Suppose I took a bite? Without a moment's hesitation I shut my eyes and clamped down hard with my teeth.","The dusk closed in; I sank more and more together, grew weary, and lay down on the bed again. In order to warm my fingers a little I stroked them through my hair backwards and forwards and crosswise. Small loose tufts came away, flakes that got between my fingers, and scattered over the pillow. I did not think anything about it just then; it was as if it did not concern me. I had hair enough left, anyway. I tried afresh to shake myself out of this strange daze that enveloped my whole being like a mist. I sat up, struck my knees with my flat hands, laughed as hard as my sore chest permitted me--only to collapse again. Naught availed; I was dying helplessly, with my eyes wide open--staring straight up at the roof. At length I stuck my forefinger in my mouth, and took to sucking it. Something stirred in my brain, a thought that bored its way in there--a stark-mad notion. Supposing I were to take a bite? And without a moment's reflection, I shut my eyes, and clenched my teeth on it.","It began to get dark. I drooped more and more, grew tired and lay back on the bed. To warm my hands a bit, I passed my fingers through my hair, back and forth and crisscross; small tufts of hair trailed along, loosened wisps that stuck to my fingers and spread over the pillow. I didn’t stop to think about it right then, it didn’t seem to concern me, and besides I had plenty of hair left. I tried once more to shake off this strange drowsiness, sliding like a fog through all my limbs; I sat up, beat my knees with the palms of my hands and coughed as hard as my chest would allow, only to fall back again. Nothing helped; I was fading helplessly away with open eyes, staring straight at the ceiling. Finally I stuck my forefinger in my mouth and took to sucking on it. Something began stirring in my brain, some thought in there scrabbling to get out, a stark-staring mad idea: what if I gave a bite? And without a moment’s hesitation I squeezed my eyes shut and clenched my teeth together."
Er chefen til stede? sagde jeg.,Is the boss present? I said.,"""Is the manager here?"" I said.","Why should just his name have occurred to me as I stood far away from there in ""It won't be I that will do that,"" he observed; adding, ""and let me tell you, at the same time, I've had about enough of this.""",“Is the boss in?” I said.
"Jeg ville gøre en ende på det og rejste mig, drevet til det yderste af min fikse idé med avisen. Hemmeligheden skulle opklares, koste hvad det ville.","I wanted to put an end to it and get up, driven to the extreme of my fixy idea with the newspaper. The secret had to be solved, at any cost.","I stood up; I wanted to get to the bottom of this, driven wild by my notion about the newspaper. I intended to find out the secret, no matter what it cost.","Desirous to put an end to this, I got up. But my notion about the newspaper had driven me to my wit's end; I resolved to clear the thing up, at no matter what cost.","Wanting to make an end of it, I got up, driven to extremities by my idea about the newspaper. The secret had to be cleared up, no matter the cost."
Ost og brød for hele beløbet? spurgte konen ironisk uden at se på mig.,Cheese and bread for the full amount? asked the wife ironically without looking at me.,"""All of this is to go for bread and cheese?"" the woman asked in an ironic tone, without looking at me.","""Bread and cheese for the whole of it?"" asked the woman ironically, without looking up at me.","“Cheese and bread for all of it?” the woman asked ironically, without looking at me."
"Nåh! Ja, nej, det er slut med det. Det var umuligt at arbejde sammen med den mand; det gik ret hurtigt i sig selv.","Well! Yes, no, that's over. It was impossible to work with that man; it went pretty fast in itself.","""Oh! No, that is finished. It was impossible to work with him--we separated by mutual consent.""","""Ah, yes. No; that is done with. It was impossible to get along with that fellow; that came to an end very quickly of its own accord.""","’s, the merchant?” “Ah, yes. No, that’s over. It was impossible to work with that man; it came to a halt by itself fairly soon.”"
Det var godt nok sjofelt gjort af Dem!,That was pretty fun done by you!,"He turned his head this way and that, listened for footsteps in the next room, put his finger to his lips to get me to talk lower, and at the end said, ""That was not a pretty thing to do!""","""It was a mean enough thing of you to do!""","“No, wait a minute!”"
