annotator,source,choiceLabel,choiceText,rejectLabel,rejectText,difficult_choice,comment
pl_ja_1,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią. Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta. Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach. Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude. Na szkliste, wpadnięte oczy.",para,白髪の男は、かがんで洞窟から奇妙な形を引きずり出した。血に染み込んだ埃で覆われた、不思議な体だった。長い蛇のような尾を掴んで、それを太った長官の足元に投げつけた。長官はびくりと跳ね、倒れた壁の断片につまずき、弓のような鳥の嘴、羽毛のような翼、茎刃のような爪がある、鱗で覆われた足を見ていた。以前はカーマイン色だったが、今は汚れた赤褐色の膨らんだ胸元。ガラスのような凹んだ目。,sent,白髪の、かたむいた彼は、その穴から奇妙な形を引きずり出した。それは、血に染み込んだ埃で覆われた奇妙な体だった。そしてその生物の長い、蛇のような尻尾を掴んで、私はそれを言葉を発さずに太った長官の足元に投げつけた。ヴォイトは跳ね返り、倒れた壁の断片につまずき、弓状の、鳥のくちばしのような、羽毛のある翼と、鱗で覆われた足に、斧のような爪を見てしまった。かつてはカーマイン色だったが、今は汚い茶色になった、膨らんだ喉元を。そして、沈んだような目を。,"NO, the translations I have chosen is visibly better.","T1 omits the part where the ""wojt"" doesn't say anything though it is not that important (we know it from the flow as well). It also sounds a little bit better, though adding the particle ""o"" in the last two sentences (as in T2) may be a better idea than not adding it as in T1. Overall, T2 is less consistent, and has more awkward wording."
pl_ja_1,"– Oto bazyliszek – rzekł białowłosy, otrzepując spodnie z kurzu. – Zgodnie z umową. Moje dwieście lintarów, jeśli łaska. Uczciwych lintarów, mało oberżniętych. Sprawdzę, uprzedzam. Wójt drżącymi dłońmi wysupłał sakiewkę. Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu. Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",para,「これがバジリスクだ」白髪の男が、ズボンをふくらませながら言った。「約束どおりだ。私の二百リンタールだ。もしよろしければな。正直なリンタールだ。お店でほとんど値引きされてない。確かめておくけど」 長官は震える手で小判袋を取り出した。白髪の男は周りを見回した。一瞬、自分の足元に置いてあるナイフを見つめた。そして、茶色のチュニックを着た男、そして、獣皮の服を着た少女を見た。,sent,「そこにはバジリスクがいる」白髪の男は、ズボンから埃を払って言った。「契約に従って。お願いします、私の200リンターを。正直な屋台商人たち、そしてあまり高く値切られていない。先に確認しておきます。」 ヴォイトは震える手で小袋を取り出した。白髪の男は周りを見回し、彼の足元にあるニードルに一瞬目を留めた。彼は茶色のタンクトップを着た男性、そしてライス皮の衣装を着た女性を見つめた。,"NO, the translations I have chosen is visibly better.","T2 is much better from the very beginning. Both translations make some mistakes and both omit the ""zatrzymał wzrok na pryszczatym"" part, but T2 sounds better as a whole. It also uses the correct word for the currency though リンター would be better."
pl_ja_1,"– Jak zwykle – powiedział, wyjmując trzos z rozdygotanych rąk wójta. – Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy. Nigdy się, zaraza z wami, nie zmienicie. – Nie ruszone – zamamrotał rzeźnik, cofając się. Tamci z pałkami już dawno wtopili się w tłum. – Nie ruszone wasze rzeczy, panie. – Wielcem rad – białowłosy uśmiechnął się. Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać. – I dlatego, bratku, ty też nie będziesz ruszony. Odejdź w pokoju. Ale odejdź prędko.",sent,「いつものように」彼は言った、長官の握りつぶされた手から籠を取り出した。「私はお金なんて少ないもので首を突っ込んでいるのに、あなたたちは私の物をどんどん盗んでいくんだ。あなたたちは、決して変わらないだろう。」 「動かさないでくれよ」肉屋はうなずきながら後ずさりした。そうした棒を持った人たちはもう早くも人ごみの中に消えてしまっていた。「あなたのモノは動かしていませんよ、パン」 「それは嬉しいことだ」白髪の男は微笑んだ。青ざめた顔に咲き誇るような笑みを見たとき、人群は急いで散らばっていった。「だから、兄弟よ、あなたも動かされないよ。安らかに去ってください。でも、早く立ち去ってください。」,para,「いつものようにね」と、彼は騒がしい振りをして長官の手からトランクを取り出した。「お前たちは私が少しの金で首を突っ込んでやってるのに、私の物をどうにかしようとしてるんだ。お前たちは、決して変わらないな」 「お前の物は動かしてないよ」と、肉屋がうなずきながら後ずさりした。棒を持っていた男たちも、もう早く人群の中に消えてしまった。「お前の物は動かしてないよ、お嬢様」 「それは本当にうれしいな」と、白髪の男は微笑んだ。その微笑みが、青白い顔に破裂しそうなほど花開いたのを見て、人群は急いで散っていった。「それじゃ、兄弟よ。お前は動かされないよ。でも、早く帰ってくれ。」,"YES, both translations are close in quality and it was hard to choose between them.","Both translations make similar mistakes. There is also a better way to translate the first utterance than ""いつものように"" but I guess this will do. Overall T2 seems a bit better in the way it chooses words."
zh_ja_1,很久很久以后的某天，她的丈夫从医院回来。他表情严肃，说“文化大革命”了，医院天天开会，也有人写了他的大字报，说他的历史有问题。她很紧张，不知道丈夫向她讲述这些意味着什么。但她的丈夫却突然说，你不会有事的，我会保护你。你过去的事，一辈子都不要想起来。你最大的敌人，不是外面的人，恐怕是那些你不记得的东西。如果有人问你，你就说你什么都不知道，这样就行了。,para,ある日、彼女の夫が病院から帰ってきた。彼の顔つきは厳しく、「文化大革命」が始まったと言った。病院では毎日会議が開かれ、彼の大字报も書かれているという。彼女は緊張していた。夫が話したことがどういう意味なのか、彼女はわからなかった。しかし、彼女の夫は突然言った。「君は何もないよ。私が守ってあげるよ。君の過去のことは、一生忘れてしまおう。君の最大の敵は外の人じゃなくて、忘れてしまったことなんだよ。もし誰かが聞いてきたら、何も知らないと言っておけ。それだけでいいんだよ」,sent,ある日、彼の妻の夫が長い間医療機関から帰ってきた。彼の顔は厳しく、「文化大革命」と言った。病院では毎日会議が開かれ、彼の大字報も書かれていて、彼の歴史に問題があると言われていた。彼女は緊張していて、夫が彼女にこれらの話をしたことが何を意味するのか分からなかった。しかし、夫は突然、「あなたには何も起こらないよ、私が守ってあげるから」と言った。「あなたの過去のことは、一生忘れてしまおう。最大の敵は外の人ではなく、自分でも覚えていないものだろう。もし誰かがあなたに聞いてきたら、何も知らないと言えばいいのよ」,"NO, the translations I have chosen is visibly better.","Both translations leave 大字报 untranslated. In T1, ""了"" of the phrase ""说“文化大革命”了"" is not translated which affects the flow though you can still understand it. There is a substantial omission in T2 where ""说他的历史有问题"" is left out. The biggest issue is at the beginning of T1 (彼の妻の夫が長い間) where ""her husband"" is translated as ""his wife's husband."" This makes T2 better overall."
zh_ja_1,你是哪里人？住在哪个村？你多大年龄？你家里还有什么人？你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？就你一个落水的吗……人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。她在床上蜷缩成一团。她想，是呀，我是哪里人呢？我住哪里呢？我叫什么呢？我怎么会掉进河里了？她完全没有了印象。我怎么会记不得呢？我怎么连自己都记不得了呢？于是她哭了起来。她说，我不记得。,para,「お前はどこの人間なのか？どこの村に住んでいるのか？何歳なのか？お前の家族にはどんな人間がいるのか？なぜ川に落ちたのか？船が沈んだのか？それとも悪党がお前を投げ込んだのか？ただお前だけが落ちたのか……」人々は交互に質問をした。その声は温かくても、利刃のように彼女の心を刺した。彼女はベッドに潜り込んだ。「どこの人間なのか？どこに住んでいるのか？何という名前なのか？なぜ川に落ちたのか？」彼女は全く記憶がなかった。「なぜ自分でも記憶できないのか？」と彼女は泣き出した。「私は覚えていない」と彼女は言った。,sent,あなたはどこの出身ですか？どの村に住んでいますか？あなたは何歳ですか？あなたの家には他に誰がいますか？どうして川に落ちたの？船が沈んだのか、悪い人があなたを投げ落としたのか？あなただけが落水したのでしょうか……人々は交互に質問して、その声は温かくもまるで刃物が刺さるようなものだった。彼女の心は瞬間に痛みを感じた。彼女はベッドの上で蜷けて一団になっていた。彼女は考えた、「そうだ、私はどこの出身なんだろう？私はどこに住んでいるの？私の名前は何ですか？なぜ私が川に落ちてしまったのか？」彼女は全く印象がなかった。なぜ私は覚えられないのでしょうか？自分自身を覚えることすらできなくなってしまったのだろうか？それで彼女は泣き出した。彼女は言った、「私は覚えていない」。,"NO, the translations I have chosen is visibly better.","""是呀"" is not translated in T1 but this can be considered insignificant. Also, in T1, ""你"" is translated as ""お前"" which sound a little bit rude. However, T1 is better as a whole, since the style is more consistent and there are fewer mistakes. "
zh_ja_1,她是真的不记得了。 于是人们说，你想想，仔细地想想。你是被人从河里捞出来的。你从河水开始想，也许能想起来。 她依着人们的要求，果然认真去回想。但她的思路一到河边，哗哗的水声便像炸雷一样轰响，莫名的恐惧随着水声汹涌而来。波涛中如同藏着魔鬼，虽然看不见摸不着，却狠狠地袭击她的身心。她顿时失控，放声地痛哭以及尖叫，声音歇斯底里。 一位吴姓医生严厉制止了那些好奇的人。他说，她可能受了刺激。不要让她再想了，让她养病吧。 于是，人们不再追问，只是明里暗里都用怜惜的口吻谈着她。 那是一个很美丽的春天。,sent,彼女は本当に覚えていなかった。 そこで人々は言った、考えてみよう、よく考えてみよう。あなたは川から人に引き上げられたのです。川から考え始めれば、きっと思い出せるかもしれない。 彼女は人々の要求に応じて、確かに真剣に思い出を探した。しかし彼女の思考は河岸へと到達すると、水の音が爆発のように鳴り響き、不思議な恐怖が水の音と共に押し寄せてくる。波が湧き起こる海の中には魔物が潜んでいるような気がした。見えないし触れないが、彼女の身心を残酷な攻撃をしている。彼女は突然失控して泣き叫び声をあげ、声は悲鳴となった。 吳姓の医者は、好奇心旺盛な人々を厳しく叱責した。彼は言った、彼女は刺激を受けた可能性がある。もう考えさせないで、病気を治すようにしよう。 そうして、人々はもう追究しないで、明かりと暗闇の中で彼女を憐れみるような口調で話した。 それはとても美しい春だった。,para,彼女は本当に忘れてしまったのだ。 そこで人々は、「考えてごらんなさい、よく考えてごらんなさい。あなたは川から引き上げられたのです。川から考えてみれば、何か思い出せるかもしれません」と言った。 彼女は人々の要求に従って、真剣に思い出そうとした。しかし、思い出しようとしたとき、川辺では水音が鳴り響き、謎めいた恐怖が水音のように押し寄せてきた。波の中に魔物が潜んでいるような気がして、彼女は見えないものを掴もうとして、身心を襲う。その瞬間、彼女は失ってしまった。叫び声と泣き声が混じり合って、大きな声になった。 吳姓の医者が、好奇心旺盛な人々を厳しく叱った。「彼女は刺激を受けたのでしょう。もう考えないで、病気を治してあげましょう」と言った。 そこで人々はもう質問をしなかった。ただ悲しみを込めて彼女のことを話しただけだった。 それはとても美しい春だった。,"NO, the translations I have chosen is visibly better.","In T2, the translations of ""看不见摸不着"" and ""不要让她再想了"" are totally different from the source languages. T1 also has mistakes, but they are not very critical. Overall, despite issues, both translations are good as for machine translations."
zh_ja_1,这个女人一直在跟自己做斗争。 她已经很老了。所有皮肤都松软地趴着，连一条像样的皱纹都撑不起来。她的脸和脖子细痕密布。因肤色白皙，这些痕迹不像是时光之刀随意划下，而更像是一支细笔，一下一下描绘而出。她的眼睛也已浑浊不堪，但在蓦然睁大时，仍然能看到有光芒从中射出。 她经常盯着一处发呆，似乎若有所思，又似百般无聊。为此偶尔会有路人好奇，说：“太婆，你在想什么？”,sent,この女性は自分と闘いをし続けていた。 彼女はもう非常に年老いていた。全身の皮膚が柔らかく貼り付いていて、一本の小さなしわさえ立たない。彼女の顔と首には細い傷が密に織りなされていた。肌の色が白いので、この傷痕は時間の刃が描いたようなものではなく、より細い筆で一筆一筆描いたようなものだった。彼女の目も濁りがかっていたが、突然大きく開いた時、まだ光が中から射出しているのが見えた。 彼女はいつも一つの場所を見つめてぼんやりとしているようで、何かを考えているようでもあり、どうしても退屈な気持ちになっているようだ。そのせいで時々通行人が好奇心を窺って、「おばあちゃん、何を考えているの？」と訊いてくることがある。,para,その女はいつも自分と戦っていた。 彼女はもう年を取っていた。皮膚はどこも柔らかくついていて、ひとつのきちんとしたシワも立たない。顔と首は細い傷でおおわれていた。白い肌のせいで、その傷は時間の刃がおおわれたようなものではなく、むしろ細いペンでひとつひとつ描かれたようなものだった。彼女の目ももううすくなっていたが、突然大きく開いたときにはまだ光が放たれていた。 彼女はしばしばどこかをじっと見つめ、何かを考えているようで、それでもつまらないようなものを考えているようだった。それで、たまに通行人がなぞなぞして言う。「おばあさん、何を考えているんですか？」,"NO, the translations I have chosen is visibly better.","Both translations are OK. There are more small mistakes shown in T1. In ""好奇"" part, both translations are incorrect, but T2 is closer to the meaning of the source language."
zh_ja_1,这个时候，她会露出一脸茫然，望着路人，喃喃说几句没人听得见的话。她不知道自己说了什么。其实，她也不知道自己有没有在想。她只是觉得有很多奇怪的东西拼命朝外跳，似乎在撩拨她的记忆。而那些，正是她一生都不愿意触碰的东西她拼命抵抗。她的抵抗，有如一张大网，密不透风，仿佛笼罩和绑缚着一群随时奔突而出的魔鬼。她这一生，始终都拎着这张网，与它们搏斗。,sent,その時、彼女は陳腐な顔を見せて、通行人を見つめながら、誰も聞こえない言葉をつぶやいた。彼女は自分が何を言ったか分からなかった。実際、彼女は自分が何を考えているのかもわからなかった。彼女は多くの不思議なものが外へと跳び出しているような気がして、彼女の記憶を撫でるように感じた。それは彼女が一生決して触れたくないものだった。彼女は拳骨を砕くように抵抗した。彼女の抵抗は大きな網のようで、空気を通さないように、まるで魔物がいつでも逃げ出しそうな群れを覆いつくして縛っているかのようだった。彼女はこの人生を、この網を担いでいて、それらと戦い続けてきた。,para,その時、彼女は顔を茫然として、通行人を見つめながら、誰も聞けないような低い声で何かを囁いた。彼女は自分が何を言ったのかも分からなかった。実は、彼女は自分が何を考えているかさえも分からなかった。ただ、何か奇妙なものが外へと飛び出しているような気がして、彼女の記憶をかき立てようとしているような気がした。それらは彼女が一生振り払いたがらなかったものだった。彼女の抵抗は大きな網のようで、穴のない密なもので、いつも突然逃げ出してしまいそうな魔物たちを籠めているかのようだった。彼女は一生、この網を担いで、それらと戦ってきたのだ。,"YES, both translations are close in quality and it was hard to choose between them.","The quality of both translations is similarly good, but T1 misses the ""她拼命抵抗"" part. ”喃喃说” should be translated as T2, since she was talking to nobody. Therefore I chose T2 for better translation."
zh_ja_1,丈夫活着时，曾经提议她不妨想一想，或许想出了什么，人就心安了。她愿意听从他的话，当真迫使自己静下心来，用劲回想。但几乎瞬间，浑身的烦躁如同无数钢针，迸射般地扎来，劲道凶猛，令她有五脏俱裂之感。此一时刻，她的痛，以及累，让她几乎无法喘息。 她绝望地对她的丈夫说：“你不要逼我。我不能想。我一想就觉得我该去死。”她的丈夫吓着了。沉默片刻，对她说：“那就不用再想了。尽量给自己找件事做，忙碌可以干扰思路。”,para,夫が生きていた時、彼は彼女に「何か考えてみるといい」と提案したことがあった。何か考え出せば、気が安らぐだろうと。彼女は夫の言葉に従って、本気で心を静めようとした。しかし、その瞬間、全身の煩悩が何百本もの針のように突き刺さり、強烈な力で彼女を襲った。五臓六腑が裂けるような痛みと疲労が彼女を襲った。その瞬間、彼女は死にたいと思った。 彼女は絶望的な声で夫に言った。「私を強要しないで。私は考えられない。考えると死にたくなる。」夫は驚いた。しばらく黙っていた後、「それなら考えなくていい。できるだけ何かをして忙しくして、思考を邪魔するようにしてみて」と言った。,sent,夫が生きていた時、彼は彼女に考えてみるという提案をしたことがあった。何かを考え出せば、人は安心するだろうと。彼の命令に従うため、彼女は心を落ち着けようと努めて、力を入れて思い出しようとした。しかしほんの一瞬で、体中の煩悶が数え切れないほどの鋼針のように飛び出してきて、力強く激しく、五臓六腑が裂けるような感覚がした。その瞬間、彼女の痛みと疲労が彼女を息をすることすら出来ないほどにした。 彼女は絶望的な声で夫に言った。「私を強要しないでください。私は考えることができない。私は思うと、私は死ぬべきだと思う。」彼女の夫は怖がってしまった。しばらくの静寂の中、彼女に言った。「それならもう考える必要はないよ。できるだけ自分自身に何か仕事を見つけて、忙しくすることで思考を妨げることができる。」,"NO, the translations I have chosen is visibly better.","T2 has more mistakes both grammatical ones and mistranslations. T1 omits ""让她几乎无法喘息"" and kind of adds ""彼女は死にたいと思った。"" but this fits the context so well that it is on a borderline of being a significant change; I like it. T1 is easier to read since the grammar is more accurate. Especially ""我一想就觉得我该去死"" part of T2 does not make sense because of mistranslation."
zh_ja_1,她依了丈夫的话去做，每天都忙忙碌碌。其实她也并没有什么事业，她的事业就是做家务。她每天都忙着擦洗打扫，把家里整理得一尘不染。每一个去过她家的人，都会说，你家真是太干净了。她的丈夫是医生，也以此为傲。 如此，她的生活渐渐正常。 多少年了，她一直这样。每一年的时间，都如一张细密严实的膜，将她记忆背后的东西层层覆盖。一年一张，岁岁年年，由薄而厚，凝结成板，那些深藏在她意识里的魔鬼统统被封压了下去。 但那是些什么东西呢？她完全不知道。 她失忆是在一九五二年的春天。,sent,彼女は夫の言うことを聞いて毎日忙しく働いた。実際彼女は何か事業を持っているわけではない。彼女の事業といえば家事をすることだ。彼女は毎日洗濯や掃除に忙しく、家の中を一つ埃もないように整理していた。彼女の家を訪れた人は皆、「あなたの家は本当に清潔ですね」と言う。彼女の夫は医者であり、それを誇りに思っていた。 そうして、彼女の生活は次第に正常になっていった。 何年もの間、彼女はそのようにしていた。毎年の時間は、厚い膜のように彼女の記憶の背後のものを層々に覆い隠していく。一年一枚、年々と厚くなり、板に凝結していく。彼女の意識の中に深く潜んでいた悪魔は全て封印されてしまった。 でも、それは何なのかな？彼女は全く知らなかった。 彼女は記憶を失ったのは、1952年の春だった。,para,彼女は夫の言うとおりに行動し、毎日忙しく働いた。実際彼女には何も事業がなく、彼女の事業は家事をすることだった。毎日拭き掃除をし、家を一塵もないように整えた。彼女の家に来た人は皆、「あなたの家は本当に清潔だね」と言う。彼女の夫は医者であり、これを誇っていた。 そうして彼女の生活は次第に正常になった。 何年も経って、彼女はずっとそのような生活をしてきた。毎年の時間は、彼女の記憶の背後にあるものを層層覆う厚い膜のようだった。一年一枚、年々厚くなり、板に凝結し、彼女の意識の中に深く隠れていた悪魔は全て封印された。 しかし、それは何なのか？彼女は全く知らなかった。 彼女の記憶喪失は1952年の春に起こった。,"NO, the translations I have chosen is visibly better.","T1 has good quality of translation except from mixing past and present tense. T2 is also good, but it has small mistakes in grammar. ""如此"" should be translated as T1 in the context."
zh_ja_1,她没有体会到这是丈夫的安慰和提醒，心里反倒是狠狠的一阵悸动。仿佛那些隐匿得几近消失的死敌，已然被她的丈夫所掌控。那到底是些什么呢？难道我都不知道的东西，他会知道？她想着时，甚至感觉到恐惧的气息扑面而来。这份恐惧就在她的身边。日日夜夜，分分秒秒。 于是她明白，多年以来，这个她深爱的人也是她深怕的人。 为什么呢？她为什么会产生这样的感觉？她很惶惑，也不明白。但这种感觉就是在。,para,彼女は夫の励ましと警告を感じ取ることができなかった。その代わりに、彼女の心の中では、激しい不安が走った。その不安は、ほとんど消えかけていた敵が、夫の手によって支配されているということを感じさせた。それは何なのだろうか？私が知らないものを、彼が知っているのだろうか？そう思うと、恐怖が彼女を襲った。その恐怖は彼女のそばにあった。日々、夜々、瞬間瞬間。 彼女はそうして理解した。長年にわたって、彼女が深く愛している人間が、彼女が深く恐れている人間であることを。なぜだろう？なぜ彼女はそんな感情を抱いているのだろう？彼女は混乱していたし、理解できなかった。しかし、その感情はあった。,sent,彼女は夫の優しい励ましと警告を感じ取ることが出来なかった。その代わり心の中では強烈なドキドキが走った。その隠れていた敵が、ほとんど見えなくなったように、彼女の夫が支配しているようだった。それは何なのだろうか？私が知らないことを、彼は知っているのか？彼女が考えている時、恐怖の息が彼女の顔を打ちつけてきたような感覚がした。その恐怖は彼女のそばにあった。日々夜々、分々秒々。 そうして彼女は理解した。多年に渡って、彼女が深く愛していた人間が、同時に彼女を深く恐れていたのだと。 なぜなのでしょうか？なぜ彼女はそんな感情を抱いたのだろうか？彼女は混乱して、理解もできなかった。しかし、その感覚は残っていた。,"NO, the translations I have chosen is visibly better.","In T2, the translation of ”仿佛那些隐匿得几近消失的死敌，已然被她的丈夫所掌控” part does not make sense in Japanese. T1 has fewer mistakes and is more coherent. "
zh_ja_1,窗外的桃树满头缀着粉色花朵。院墙边的杏花也白成了一排，与白色的墙壁衬在一起，远了竟看不出花色。更远处，几株老银杏摇着碧绿的叶子，粗壮的树干已经猜不出它栽植于何年。更远更远，山的影子柔软地起伏着，轮廓像花瓣。院子角落的迎春花开得快要败了，那明亮的黄花却依然闪烁着明亮。五彩缤纷突然都进入她的眼里。回春中的鸟儿此刻似乎抖擞出精神，尽管风还有寒意，它们却在这轻微的寒意里兀自地唱。在这样的景致和这样的声音中，她慢慢地安静下来。,para,窓の外には桃の木が満開の桃色の花を咲かせていた。院の壁の辺には杏の花も白い列に咲き、白い壁と一緒に見ると色が分からなくなる。さらに遠くには、数本の銀杏が青緑の葉を揺らし、太い木幹が何年に植えられたかも分からない。さらに遠くには、山の影がやわらかく起伏し、輪郭が花びらのようだ。院子の角に咲いていた桜ももう枯れかけているが、明るい黄色の花はまだ輝いている。五色の織物が突然彼女の目に入った。春になった鳥たちは今、精神を振り絞っているようだ。風はまだ冷たいが、その冷たさの中で歌い続ける。そんな景色とそんな音に彼女はゆっくりと静まっていった。,sent,窓の外の桃の木は満開の粉色の花で飾られていた。庭の壁のサクラも一列に白くなり、白い壁と一緒になって、遠くから見ると花色が分からなくなってしまった。さらに遠くでは、数本の老いた銀杏が緑色の葉を揺らしていた。太い樹幹は何年に植えられたものかも分からないほどだ。さらに遠くには山の影がやわらかく起伏していて、輪郭が花びらのように見える。院子の角で迎春花が開いていたが、もう咲きかけていたが、明るい黄色の花はまだ輝いていた。五色の色彩が突然彼女の目の前に入ってきた。回春の中の鳥たちは今、精神を抖擞しているようだ。風はまだ寒さを持っているが、その寒さの中で彼らは自由自在に歌い続けている。こんな光景と音に囲まれながら、彼女はゆっくりと静まり返った。,"YES, both translations are close in quality and it was hard to choose between them.","Both translations are similarly good but they fail at translating ""回春中的鸟儿"". In T2 ""抖擞"", ""迎春花"", ""院子"" are not translated, and the translation of ""院子角落的迎春花开得快要败了"" is very wrong. T1 also does not translate ""院子"" and ""院"" at the beginning but it is better overall. "
zh_ja_1,人们把她从湍急的河流里捞出时，她一丝不挂。从头到脚，浑身是伤。那是石头和激流相撞的结果。救她的人说水把她泡得浑身发白，只剩头发是黑的，一下子都看不到伤在哪里。得幸有几个军医正在附近村庄出诊，他们直接把她送到了那里。急救之后，那几个医生迅速地把她带回了医院。 她在医院里住了半个多月才苏醒。当她清醒过来，试图回答人们的询问时，突然傻了眼。,para,彼女を急流から引き上げた時、彼女は一つも傷がなかった。頭から足先まで全身が傷だらけであった。それは石と急流が衝突した結果だった。彼女を助けた人は水に浸かっていたせいで全身が白くなっていて、髪だけが黒いと言っていた。傷がどこにあるのかすぐにはわからなかった。幸いなことに、近くの村で軍医が診察をしていたので、彼らはすぐに彼女をそこへ送った。急救の後、医者たちは彼女を病院に連れ戻した。 彼女は半月以上病院に滞在しているうちに目を覚ました。彼女が人々の質問に答えようとした時、突然頭が回らなくなった。,sent,人々が彼女を急流から引き上げた時、彼女は一毛も抜けていなかった。頭から足まで、全身が傷だった。それは石と激流が衝突した結果だった。彼女を助けた人は水で彼女が全身が白くなったと言った。頭髪だけが黒いままで、どこに傷があるかすぐにはわからなかった。幸いなことに、いくつかの医師が近くの村で診療をしていたので、彼らは彼女をそこへ直接送った。救急の後、その医者たちは彼女を急いで病院へ連れ帰った。 彼女は病院に半ヶ月以上滞在してようやく蘇生した。彼女が気配を取り戻して人々の質問に答えようとした時、突然驚いたような顔をした。,"NO, the translations I have chosen is visibly better.","In T2, ""一丝不挂"" is translated as "" there is no scar in the body"" which is very wrong. Except for this big mistake, T2 is more precise than T1. Also, both translations have ""滞在して"" which is not a great word choice, a better option would be ""入院""."
en_ja_1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes. They were alone. ‘Chemtrails,’ the farmer had said to Alec, early on their walk. Other than this, he had been silent.",sent,日の出前に黒く焼けた雲のかけらが、古く錆びたシルエットの漂着物でいっぱいの見渡す限りに広がっていた。彼らは一人ぼっちだった。 「ケムトレイル」と農夫はアレックに、歩き始めた初めに言った。これ以外には彼は黙っていた。,para,太陽が昇る前に黒く焼けた雲のかけらが空に舞っていた。地平線は古い錆びた影の破片でいっぱいだった。彼らは一人だった。「化学兵器」と農夫がアレックに言ったのは、彼らの散歩の初めだった。それ以外は、彼は黙っていた。,"NO, the translations I have chosen is visibly better.","T2 translates ""Chemtrails"" as ""weapons"" which doesn't make sense. Also both translations translate ""alone"" as ""一人"" which is not correct when there are more than two people who are ""alone"" (i.e., there is no one else there but those people), but T1 is better because it added ”ぼっち"" and it sounds more natural."
en_ja_1,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth. Chalky rocks littered the plot in every direction. Each step in this place was as muddy and wet as the last. Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",para,五十フィート先には、新しく耕された茶色の土が不規則な地形をなしている場所に広がっていた。灰色の岩があちこちに散らばっていた。この場所で歩くのは前回と同じくらい泥だらけで濡れていた。 さらに先には、薄い金属の柵が土地の端を示し、羊が一度抜けようとしたところに、妖精のような光を放つように羊毛が絡まっていた。,sent,50フィート先には、新鮮な褐色の土が起伏した地面に山のように並ぶようになっていた。白色の岩があらゆる方向に散らばっていた。この場所の各所は前と同様に泥だらけで濡れていた。 さらに先には、薄い金属製の柵が土地の端を示し、羊が一度抜け出そうとしたところで、ワイヤーに妖精のような光を放つような羊毛が飾られていた。,"NO, the translations I have chosen is visibly better.","I think T1 is worse because it mistranslated ""step"" as ""各所 (place)"" and is unnatural overall. Also, the first sentence in T1 is translating the source yet it doesn't make much sense and the translation is word by word. T2 omitted ""wire"", but from the context it's clear that there was some wire."
en_ja_1,"He swatted another fly away from his face. ‘No,’ the farmer said. ‘I’m a vegetarian.’ ‘Really? My wife tried doing that a few years back, and—’ ‘No,’ the farmer said, and the conversation died. The world was still dark, even if only for a little while. The sun was almost free. The day had almost begun.",para,彼は顔から虫を払った。 「いや、」農夫は言った。「私はベジタリアンなんだ。」 「本当？妻も何年か前にそうしてみたんだけど、」 「いや、」農夫は言った。そして会話は途絶えた。 世界はまだ暗く、少しの間だけだ。太陽はほとんど自由になった。日がほとんど始まった。,sent,彼は顔から別の雀を叩き飛ばした。 「いいえ」農夫は言った。「私はベジタリアンです」 「本当に？私の妻も数年前にそれを試したんだが―」 「いや」と農夫は言った。そして会話は終わった。 世界はまだ暗闇のままだった、少しの間でも。太陽はほぼ自由になった。その日はほぼ始まった。,"NO, the translations I have chosen is visibly better.","T2 is natural overall. But I choose T1 because T2 mistranslates fly as a ""雀 (sparrow)"" which significantly changes the entire situation."
